Müügiloa number;Müügiloa staatus;H/V;Pakendikood;Ravimi nimetus;Ravimi tugevus;Ravimvorm;ATC kood;Toimeaine;Pakendi suurus;Müügiloa hoidja organisatsioon;Müügiloa hoidja organisatsiooni ORG ID;Müügiloa kehtivuse alguse kuupäev;Müügiloa kehtivuse lõpu kuupäev;Ravimikaardi number;Ravimikaardi staatus;Ravimi liik;Täiendav järelevalve;Erandid pakendi nõuetest;Toodetud ravimvorm;Manustatav ravimvorm;Ravimis sisalduv toimeaine;Ravimis sisalduva toimeaine tugevus;Referentstoimeaine;Referentstoimeaine tugevus;Manustamisviisid;Seade pakendis;Kõlblikkusaeg;Säilitustingimused;PD pakend;Sisepakendi liik;Sisepakendi materjal;Pakendi komponendi liik;Pakendi komponendi materjal;Müügiloa liik;Müügiloa hoidja organisatsiooni asukoht;Müügiloa hoidja organisatsiooni asukoha LOC ID;ML juhtumi taotluse liik;Juhtumi staatus;Müügiloa taotluse protseduuri number;Esitamise kuupäev;Otsuse kuupäev;Juhtumi lõpu kuupäev
1023421;Valid;H;1807949;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;98 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, PolyAmide, Aluminium, PolyEthylene;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807950;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;500 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyAmide, Aluminium, PolyEthylene, PolyVinyl Chloride;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1841037;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;280 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyAmide, PolyVinyl Chloride, Aluminium, PolyEthylene;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1841037;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;280 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;;;Ei;;;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807905;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;50 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, PolyAmide, PolyEthylene;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807916;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;56 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, PolyAmide, Aluminium, PolyEthylene;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807859;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;7 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, PolyAmide, PolyEthylene;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807860;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;10 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, PolyEthylene, PolyAmide;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807882;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;28 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyEthylene, PolyVinyl Chloride, PolyAmide, Aluminium;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1023421;Valid;H;1807893;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE ALEMBIC;20mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;30 Tablett;Alembic Pharmaceuticals Europe Ltd;ORG-100007006;03.03.2021;;7435;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;20mg, 12.5mg, 5mg;Suukaudne;;24.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyAmide, Aluminium, PolyEthylene, PolyVinyl Chloride;;;Marketing Authorisation;"Palazzo Pietro Stiges 103
Strait Street
Valletta
VLT 1436, Malta";LOC-100015977;Variation Type IB;ENDED_ACCEPTED;EE/H/0302/IB/005/G;06.07.2022;22.08.2022;22.08.2022
1017520;Valid;H;1797497;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;14 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7241;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017520;Valid;H;1797509;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;28 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7241;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017520;Valid;H;1797510;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;56 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7241;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017520;Valid;H;1797521;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;12.5mg, 40mg, 10mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;98 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7241;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;12.5mg, 40mg, 10mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017420;Valid;H;1797486;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;5mg, 12.5mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;98 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7240;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 12.5mg, 40mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017420;Valid;H;1797453;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;5mg, 12.5mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;14 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7240;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 12.5mg, 40mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017420;Valid;H;1797464;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;5mg, 12.5mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;28 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7240;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 12.5mg, 40mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017420;Valid;H;1797475;OLMESARTAN MEDOXOMIL/AMLODIPINE/HYDROCHLOROTHIAZIDE TEVA;5mg, 12.5mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;hüdroklorotiasiid, olmesartaanmedoksomiil, amlodipiin;56 Tablett;Teva B.V.;ORG-100002999;29.12.2020;29.12.2025;7240;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 12.5mg, 40mg;Suukaudne;;24.0 kuu;hoida valguse eest kaitstult, Hoida originaalpakendis;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Swensweg 5 
Haarlem
2031 GA, Netherlands";LOC-100003164;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017320;Valid;H;1830596;NORVASC;10mg;Tablett;C08CA01;amlodipiin;30 Tablett;Ideal Trade Links UAB;ORG-100010645;06.01.2021;;7864;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;10mg;Suukaudne;;48.0 kuu;Hoida temperatuuril kuni 25°C;Ei;blister;PolyVinylidene Chloride, Aluminium, PolyVinyl Chloride;;;Parallel Trade Approval;"Kerupes G. 17
Kauno R. Sav.
Zapyskis
Kaunas County
53431, Lithuania";LOC-100044049;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1017220;Valid;H;1830585;NORVASC;5mg;Tablett;C08CA01;amlodipiin;30 Tablett;Ideal Trade Links UAB;ORG-100010645;06.01.2021;;7863;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;5mg;Suukaudne;;48.0 kuu;Hoida temperatuuril kuni 25°C;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride, Aluminium;;;Parallel Trade Approval;"Kerupes G. 17
Kauno R. Sav.
Zapyskis
Kaunas County
53431, Lithuania";LOC-100044049;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791019;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;28 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791020;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;30 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791053;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;84 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791064;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;90 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791075;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;98 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791031;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;56 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791042;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;60 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008120;Valid;H;1791008;OLSITRI;10mg, 40mg, 25mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, hüdroklorotiasiid, amlodipiin;14 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7132;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 25mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
1008020;Valid;H;1790928;OLSITRI;10mg, 40mg, 12.5mg;Õhukese polümeerikattega tablett;C09DX03;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;14 Tablett;KRKA, d.d., Novo mesto;ORG-100000627;25.06.2020;25.06.2025;7131;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;;amlodipiin, olmesartaanmedoksomiil, hüdroklorotiasiid;10mg, 40mg, 12.5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Smarjeska Cesta 6
Novo Mesto
Jugovzhodna Slovenija
8501, Slovenia";LOC-100009540;;MIGRATION_SUCCESSFUL;;;;10.07.2022
